"Cell01" "Cell02" "Cell03" "Cell04" "Cell05" "Cell06" "Cell07" "Cell08" "Cell09" "Cell10" "Cell11" "Cell12" "Cell13" "Cell14" "Cell15" "Cell16" "Cell17" "Cell18" "Cell19" "Cell20" "Cell21" "Cell22" "Cell23" "Cell24" "Cell25" "Normal"
"CHST15" 0 0 0 0.285471 1.4021 0 0 23.2538 0 3.52187 18.6167 1.21839 0 0 0 0.550232 0 3.5959 4.69403 0.111474 0 0 2.92543 0 0 0
"CHST5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0854594
"CHST7" 0 0 0 0 0 0 0 0 0 3.9298 0 0 0 0 0 1.08451 0 0 0 0 0 0 2.16153 0 0 0
"CHST9" 13.9905 17.1234 0.189365 33.3248 3.76773 12.3354 0 0 9.12859 0 40.3937 11.0707 0 199.226 0 3.8334 0 7.94957 31.1188 0.252358 0 61.2264 56.1209 50.1348 0 0
"CHSY3" 0 0 0 0 0 0 0 0.136414 0 0 0 0.949926 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CHTF18" 0 0.239151 0 0 0.125504 0 0 0 0 0 0 0 0 0 0.309651 0 0.0628458 0 0 9.18847 0 0 0 0 0 0
"CHTF8" 0 0 5.8459 0 10.067 0.0865104 0 0 2.34743 7.49745 3.27202 0 0.23963 0 0 0 2.72512 0 0 0 0 0 0 0 0 0
"CHTOP" 0 13.7143 0 10.5227 34.305 0 0 1.60352 24.1355 49.8655 0 6.93489 0 3.1421 0.680918 16.4466 96.3328 16.8005 0 16.6192 0 2.15643 20.0174 0 2.19462 0
"CHUK" 2.19296 2.28701 0 5.27039 6.00193 0 0 0 0 1.02286 0 0 0 0 0 0 0 0 0 0 0 8.67101 7.38874 0.492524 0 0
"CHURC1" 0.689345 19.733 19.9875 9.13176 13.8288 0 7.94624 2.63358 8.37808 0.254562 0 8.57709 0.095724 0 0 0.631847 0 4.3238 4.16445 1.13983e-05 1.67859 10.9215 0.817198 4.41266 0.179783 214.128
"CHURC1-FNTB" 0 5.72699 1.32356 0.0132077 0 0 2.43049e-06 5.99823e-06 3.9922e-17 0.00389771 0.88287 0.0377974 0 0 0 10.231 0 1.00997e-34 4.85589e-10 0.094748 0 1.31879e-85 14.1859 0 0 0
"CIAO1" 10.2989 9.81804 41.4129 21.4073 6.14688 0.0602194 0 0.117018 4.65641 0.110751 0 1.22268 1.41764 44.1949 0.23337 36.3668 0.0473407 34.9423 6.8228 21.1125 0 51.4857 28.7852 24.109 0 0
"CIAPIN1" 0 52.8048 3.07085 24.9751 20.1756 0 0 0 82.0172 44.2641 0 5.51414 0.167528 162.827 0 0.971211 71.0497 29.1474 15.4319 0.133871 0 8.27384 17.0698 0 0 421.916
"CIART" 0 15.4715 4.30288 0 0 0 13.3411 45.5898 0.290675 16.3133 64.7412 0 0 0 22.7498 0 0 12.7843 0 60.4807 0 10.5169 0 0 0 0
"CIB1" 121.518 77.3401 74.0083 92.9832 106.25 0.343498 0 50.9289 71.6618 319.053 93.684 39.648 129.069 1.85107 138.864 10.9811 63.8157 96.7056 233.034 1.51936 0 51.1931 142.768 46.8385 85.3548 474.509
"CIB2" 0 0 0 0 0.875349 0 0 0 1.44569 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CIC" 0 1.37589 0.0738084 0.516368 1.30729 4.2514 0 0 3.8929 3.86482 0 1.22809 4.49203 0 4.07574 0.21029 0 0 0 0 0 0 3.36378 0 0 0
"CIDEB" 67.7149 14.8962 37.9984 14.8924 60.5538 0 6.92455 214.162 19.2865 87.7742 21.3782 74.6386 12.976 0.12015 17.1907 150.266 117.523 53.5561 35.6473 0 0 0 27.0283 1.20364 22.6383 0
"CIDECP" 0 0 16.9344 19.5735 0 0 0 0 0 49.2446 0 27.5101 0.524016 0 4.42797 0 0 0 0 21.825 0 45.9488 40.2049 5.46358 0 0
"CIITA" 0 0 0 0 0 0 0 0 0 0 0 0 0.120802 0 0 0 0 0 0 0 0 0 0 0 0 0
"CINP" 0 13.33 23.1379 7.55355 0 0 0 0 31.2621 45.694 0 0 0 0 50.349 4.44461 0 0 39.2206 0 0 0 28.2036 0 0 0
"CIPC" 0 0.166592 1.31399 2.53289 4.28542 0 0 0 0 0 0 0 0.0771317 0 0.161876 2.3172 0 5.82252 0 0.369597 0 10.9535 0 0 0 0
"CIR1" 10.1353 24.3083 9.55404 16.4152 4.77902 0 0 129.818 52.6054 11.2389 6.93003 18.1037 0 0 1.54304 26.4122 0 0 10.8151 0.15998 0 0 20.6224 53.0057 0 89.3469
"CIRBP" 0 18.2035 0.977351 21.5973 47.5313 3.99498 0 107.121 6.90287 32.1122 12.4659 18.7962 5.84956 6.98424 4.00061 17.123 0 23.2628 7.44643 0 0 1.8579 7.22791 77.463 19.7058 0
"CIRH1A" 10.8457 18.5114 0 6.45348 0.17654 0 0 79.9487 0 10.9851 15.66 1.41441 0 248.327 12.8451 0 0 0.230985 0 0 0 3.45779 30.8079 0 0 0
"CISD1" 18.1215 2.89879 0 14.103 20.3339 0 0 0 38.0109 14.9546 37.5802 12.2994 0 0 8.67043 13.8988 18.282 8.82992 14.1326 4.67815 0 6.98096 5.57011 13.7426 45.3071 0
"CISD2" 7.74669 12.141 9.09472 4.64722 0.127505 3.85828 0 0.0788079 9.09463 4.40102 7.81443 11.6531 0.675018 0 3.69792 0.736045 0.0319054 5.15666 2.5674 0.179672 0 8.40896 1.55825 0 1.58326 0
"CISD3" 2.83676 5.67508 15.0386 7.51761 23.5225 2.84204 0 4.24459 1.28504 5.23924 11.3117 3.5771 0 29.7971 15.7923 21.6124 11.2595 13.2363 13.5703 11.7343 0 4.82679 14.7082 10.7584 31.7967 32.9901
"CISH" 0 0 21.6323 17.958 0 0 0 0 10.3076 33.8733 4.81035 0 0 0 7.37001 9.2943 0 6.20845 0 0 0 0 2.07512 12.4346 0 0
"CIT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.63733 0 0 0 0 0 0
"CITED2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.140428 0 0 0 0
"CITED4" 0 1.58531 0 0 0 9.69776 0 0 0 4.30937 0 0 15.4503 0 0 0 0 0 0 0 0 1.42755 0.145669 0 0 0
"CIZ1" 0 10.0734 0.145571 6.2578 14.7761 31.3825 0 0 0 0 0 0 3.88121 0 1.22704 10.0235 0 5.01594 4.6094 12.7019 0 0.260728 3.72699 0 0 0
"CKAP2" 0 18.5678 0 2.7988 0 0 0 0 0 0 0 0 0.0919222 0 0 0 0 0.0680815 0 31.1487 0.568938 0 0 0 0 0
"CKAP2L" 0 7.87156 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38.725 0 0 0 0 0 0
"CKAP4" 50.0691 19.984 14.9734 48.6141 17.1375 0.569827 27.883 105.036 10.559 24.5885 1.45683 13.3912 39.4462 42.3535 34.6303 19.5168 174.389 16.6288 27.4644 9.18295 87.7386 2.58062 91.0939 0 0 0
"CKAP5" 0 25.3079 2.64159 6.68627 12.3097 0 0 0 11.6419 5.82987 0 0.0342769 0 0 0.0353486 4.25518 0 0 0 0 0 0.244811 0.0249901 0 0 183.463
"CKB" 0 27.2165 2.79479 4.65973 21.8947 0 0 0 0 0 52.3508 0 0 0 0 14.8185 0 5.6703 0.161048 0 0 0 0 0 0 0
"CKLF" 0 8.34019 0 0 0 0 0 64.0557 22.9812 0 40.3689 0 0 0 13.2714 0.539717 0 0 0 0 0 16.5442 9.05539 0 0 123.361
"CKLF-CMTM1" 0 6.98923e-52 0 0 0 0 0 5.1963e-31 4.82191e-44 0 4.04861e-06 0 0 0 2.97653e-35 1.84488e-35 0 0 0 0 0 1.28691e-24 1.7997e-11 0 0 1.07804e-12
"CKMT2-AS1" 0 0 0 1.87303 0 0 0 0 0 0.227248 1.96226 0 0 0 0 0 0 8.3576 0 0.272141 0 28.3122 0 0 0 0
"CKS1B" 0 75.3398 0 20.4322 16.3672 0 36.1369 0 16.8944 25.8408 24.8215 3.63877 0.51309 207.813 3.97389 0 0 21.3638 7.54332 5.34236 0 0.362644 45.045 25.4003 4.86322 0
"CKS2" 0 315.74 11.4653 43.1225 12.2493 0 2.20237 53.322 3.31211 3.14799 0 29.9122 0 0 0 22.8408 48.0946 34.3894 19.0493 145.092 0 20.6482 64.7321 60.025 0 0
"CLASP1" 0 0 0 0 0 0 0 0 0 0 0 1.27718 0 0 0 0 0 0 0 0 0 0 0.185174 0 3.04595 0
"CLASP2" 4.52609 8.90002 0 0.112008 0.500754 0 0 0 0 0 0 0 0 0 0.446357 0.453395 0.640395 0 5.57075 0 0 0 7.2359 1.63077 1.12479 0
"CLASRP" 0 0 0 4.98262 0.392384 0 0 0 0 0 0 0 0 0 0 0 0 0 3.72996 0 10.3389 0 0 0 0 0
"CLCC1" 26.2095 27.3541 7.61 4.50779 8.44707 5.43765 0 0 18.0739 0.215019 27.9232 10.1183 12.3073 0 0 12.8762 14.6596 2.93681 3.49189 0 0 18.1203 11.0262 0 0 0
"CLCN1" 0 3.10583 0 0 0 0 0 0 0 0 0 0.73219 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CLCN2" 4.15129 0 0 0.263214 0 0 0 0 0 0 0 0.377585 0 0 8.01734 0 0 0 0 0 4.67999 0 7.9294 0 0 0
"CLCN3" 0 6.21045 0.205745 2.60475 8.05687 0 0 0 0 0 0 0.983835 0 0 0 0 0 0.918626 0.786824 0 0 0 0 0 0 0
"CLCN4" 0 0.654579 0 0.921059 0 0 0 0 0 0 0 0 0 0 0 0 0 6.23999 0 0 0 2.93834 0.550058 0 0 0
"CLCN5" 10.0072 4.34333 0 8.48046 6.08342 0.298152 0 0.0480833 0 20.0154 0 6.19008 0 0 1.20331 1.78701 0 5.66887 0 0 0 2.21342 2.4158 0 0.387226 0
"CLCN6" 5.92847 0 0 0.429553 7.2802 0 0 0 0 0 0 0 0 14.1547 0 0 0.066819 0 0 0.0470058 0 2.20254 0 0 0.11046 0
"CLCN7" 3.39497 5.9421 4.52949 17.1255 5.59649 11.8603 0 0 0 11.7108 2.5523 0.282389 12.9452 0 34.3016 4.70613 34.3077 10.84 0 18.2865 44.6264 15.0233 2.2436 8.07209 5.77207 0
"CLCNKA" 0 0 0 0 0 0 0 0 0 0.192806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CLDN1" 81.2875 144.617 58.2056 31.3664 82.4286 6.81712 0 234.765 97.8126 97.1075 61.5269 54.8123 0.196651 0 4.05958 41.2366 72.1537 89.1657 34.5586 30.3935 22.5061 90.3378 142.914 112.771 37.8575 0.0801305
"CLDN10-AS1" 0 0 0 0 0 0 0 0.653618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CLDN11" 0 0 0 1.04817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.91899 7.71021 0 0
"CLDN12" 37.2733 29.8317 0 23.2407 35.8803 38.8633 0.63024 156.245 67.4529 6.71589 28.0662 9.73921 0 0 0 8.76452 43.1592 4.02069 2.67102 0 0 3.63271 33.4788 0 0 0
"CLDN14" 0 0 27.6817 7.24407 1.75872 0 16.5866 0 0 2.47392 46.5608 0 0 0 0 15.8296 0 13.9361 9.24047 0 0 0 5.24743 0 0 0
"CLDN15" 87.1898 167.913 24.3829 29.4053 156.1 0 0 349.684 56.4271 161.009 61.8259 151.041 30.1897 0.420368 15.6465 239.472 108.444 15.6555 19.5641 25.0108 0 21.291 28.9238 204.106 1.02558 0
"CLDN16" 0 0 0.50702 0 9.6788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CLDN19" 0 0 0 0.732474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35.1069 0 0
"CLDN2" 34.8403 7.49337 0.572699 0 3.33228 0 5.08799 0 9.20009 0 0 15.764 0 0 0 1.17795 0 36.3182 1.93806 0 0 0 0 0 0 0
"CLDN23" 8.11559 0 2.44931 2.22671 7.03597 0 0 0.257012 4.34591 2.91817 0 7.78257 0 0 0.255152 1.6899 0 0.677432 0 19.6448 0 4.18252 0 0 0 0
"CLDN3" 24.0259 2.57671 0 6.19232 44.8691 0 0 4.62868 0 26.269 0.429234 25.2071 99.7826 11.2251 23.8971 23.9201 50.7816 4.21078 26.9657 1.65762 0 0 2.21977 3.05742 0 0
"CLDN4" 0 0 0 0 0 0 0 0 0 0 0 0 298.363 0 0 0 0 0 0 0 4.4368 0 0 0 0 0
"CLDN7" 86.4063 21.163 20.7605 8.81092 8.17022 0 0 45.4259 17.7102 11.6885 0 0.540252 1.53794 6.53195 21.5744 0.497016 0 0 3.26236 0 0 0.53708 0 4.6241 0 0
"CLDND1" 0.774451 49.2803 17.4769 25.6085 10.612 0 0.183476 3.49776 20.013 33.8271 12.0451 7.07747 0.190515 0 0 18.2595 0.976871 28.102 2.17961 0 0 34.3612 3.9812 0 0 99.3084
"CLDND2" 0 0 0 0 0 0 0 0 0.582714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.774549 0
"CLEC10A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.4863 0 0 0 0 0 0 0 0 0 0 0
"CLEC16A" 0 2.80819 0 2.32463 0 0 0 0 0 0 0 0.0333698 0.191422 0 2.50978 13.2134 0.0271359 0.252561 0 10.9697 0 0 0 0 0 0
"CLEC18A" 0 0 0 0 0 0 0 0 0 0 0 1.10906 0.158385 0 0 0 0 0 0 5.94961 0 0 0 0 0 0
"CLEC2B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187.417
"CLEC2D" 0 0.0709248 0 0 0 8.40051 0 0 0.0916223 0 0 0 14.3272 0 3.90788 0 0 0.0485956 0 5.459 0 0 0 0 0.123308 0
"CLEC2L" 0 0 0 0.359533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CLEC4GP1" 0 0 0 0 0.208966 0 0 0.259545 0 0 0 0 0.18386 0 0 0 0.104722 0 0 0.146937 0 0 0 0 0 0
"CLEC7A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.278237 0
"CLGN" 0 0.544644 6.90922 3.68399 0 0 0 0 0 0 0 0 0 0 0 0 0 1.96142 0 0 0 16.6066 0 0 0 0
"CLHC1" 0.0816713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CLIC1" 34.7 274.84 55.643 90.0705 96.4957 0.25522 133.779 186.241 249.453 74.6635 31.7889 82.0911 309.72 73.6294 199.284 41.7475 254.401 60.6433 78.905 45.8535 0.364103 502.987 50.898 72.1778 115.941 872.193
"CLIC2" 0 0 0 0 4.50792 0 0 0 3.04795 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CLIC4" 10.7786 2.93772 13.0565 18.4723 4.19841 0 0 53.8438 16.3436 24.6783 0 3.16479 0.226705 0 1.42732 10.2737 32.8958 5.25667 1.3418 0.120701 22.0478 41.3003 2.05767 23.5798 0 0
"CLIC6" 0 0 0 0.108121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CLINT1" 7.19301 34.9957 32.1439 11.5636 1.14967 0 0 35.9859 38.0984 36.9196 8.96692 7.25598 0 0 4.10419 2.1158 52.6756 8.62398 9.4314 0 0.0870054 25.0002 3.01283 44.7482 9.35933 159.526
"CLIP1" 11.4838 4.08989 6.98054 14.7205 16.2696 9.6596 0 0 0 18.2756 0.0821983 1.20157 0.0574201 1.84468 0 5.41427 9.57541 0.764122 9.57315 0.137531 11.365 0.715322 3.91993 4.25564 0 0
"CLIP2" 0 0 0 0.369851 0 12.1752 0 0 0 0 0 0 3.65253 0 0 0 0 0 0 0.0485869 0.313752 0 0 0 0 0
"CLIP4" 0 5.19724 0 0.570722 0 0 0 0 0 7.27053 0.112125 0 0 0 5.25406 1.48923 0 0.224341 31.0804 0 0.161251 0 7.55397 0 0 0
"CLK1" 0 39.4985 0 13.5074 0 41.4063 70.7034 0 7.64027 0.778642 1.40043 20.83 0.194181 0 23.0859 5.12539 0.110639 3.47048 27.3719 97.3349 5.00539 59.3707 4.83216 0 113.32 51.7592
"CLK2" 1.98325 9.45834 0 2.61714 20.7785 86.7922 11.8998 0 30.0436 2.19845 0 0 15.4887 0 38.2032 12.9262 0 0 14.654 22.1201 167.388 3.89647 0 0.423012 6.50845 0
"CLK3" 8.40664 2.10042 0 3.79324 30.834 4.34063 0 8.20993 8.43824 0 0 0.543248 0 0.149164 35.0292 3.22311 0 0 0 0 0.19984 0 0 0 0 560.323
"CLK4" 0 0 0 0 0 43.6072 0 0 0 0.184446 0 7.45784 0 0 12.1175 0 15.1966 0 0 0 0 0 0 0 0 72.0654
"CLMN" 1.74014 8.3395 3.37794 3.4374 6.21664 3.46456 1.81779 0 2.37983 0 0 7.23961 0 3.76322 0.321233 3.16982 8.21655 6.8216 1.66592 0.040764 0 0 6.0665 0.0651599 0 0
"CLN3" 34.1827 41.4373 51.2077 35.9266 47.4356 60.6658 5.4644 75.7383 98.049 119.611 12.7527 70.562 0.210085 139.329 32.2534 47.603 157.983 13.3372 29.699 0 0.216712 114.122 33.6856 0 185.287 0
"CLN5" 3.39558 14.8872 8.84229 2.54711 5.71919 0 0 0 42.6448 12.4326 0 1.03115 0.368696 0 0 2.32347 0 2.37039 0.390036 0 0 0.682515 7.49906 0 0 0
"CLN6" 38.9361 20.6516 0.381893 5.15505 6.9255 0 0 0 18.4099 9.38204 36.6805 55.9242 0.156337 0.12015 31.0966 2.17427 0 26.4876 17.0789 1.37411 19.6701 32.6078 17.6305 26.48 7.9381 0
"CLN8" 0.0549985 2.92463 0 0.0557949 0.416515 0 0 0 9.21665 0 0 1.82617 0 0 3.69491 1.37877 0 1.56177 0 8.84198 0 0.635707 2.68091 0 0 0
"CLNS1A" 79.0895 93.767 77.9579 73.6611 29.3485 0 0 88.1579 100.311 7.64735 30.637 61.215 0 0 20.5551 0 26.4992 11.5593 63.7233 0 0 138.036 153.322 167.902 0 0
"CLOCK" 0 4.00171 3.02936 0 1.76628 0 0 0 0.217014 3.63417 0 0 0 0 0.0217981 0 0 2.37171 0.0197561 0 0 0.797681 3.51361 0 0 0
"CLP1" 21.7172 7.77158 0 23.2336 2.9916 0 0 7.93627 0 0 0 15.8901 0 0 0 0 0 0 0 12.0848 0.22608 40.043 0 0 0 347.37
"CLPB" 10.2105 20.5187 9.01894 2.55675 3.8852 2.95169 0 0 0 0.881442 0 0.0771662 0 0 3.09221 0.383343 0 0 1.96249 0 0 0 10.1313 0 0 0
"CLPP" 23.1006 30.1973 69.9433 16.0582 37.3295 0 10.3022 11.8948 129.171 74.249 301.78 67.5431 3.67436 143.955 41.5171 91.7279 86.8062 69.1414 64.5065 0.267214 0 32.0771 43.1434 14.6827 39.1009 0
"CLPTM1" 81.005 106.568 16.583 97.0882 84.4558 35.7227 35.6053 30.9649 181.868 147.256 69.708 44.8855 0.420103 30.4429 22.0693 66.035 2.07139 62.1959 16.7212 47.6804 0 0.486494 34.9105 114.6 76.631 0
"CLPTM1L" 43.9987 36.2185 43.6639 42.6598 72.8173 42.4041 25.4141 62.8694 9.8862 45.9292 80.7308 12.0527 0.163931 1.89047 0.114826 59.1673 4.01232 68.4877 63.4178 0 0 77.414 71.935 13.0459 0 0
"CLPX" 31.6013 7.39175 0 3.08071 18.0387 0 0 50.8146 6.03227 1.9788 3.84466 7.37605 0 0 3.53454 11.5236 0 19.6274 0 0 8.2668 30.3321 15.3344 0 0 0
"CLSPN" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.27105 0 0 0 0 0 0 0 0 0 0 0
"CLSTN1" 1.23621 0.208749 1.56867 0.156637 0 3.35313 0 7.41344 0 0 6.37643 0 2.12842 7.40306 0.135259 5.51245 0 0 0.28619 0.0513549 0 3.66176 2.64914 0 21.6682 0
"CLSTN3" 0.706193 0.181759 0 0 0 0.364542 0 2.95167 0 0.335233 0.120664 0 0 0 0 0 0 0 0 0 0 0 0 0 0.631875 0
"CLTA" 10.6924 19.3909 8.69301 25.6713 31.8727 45.6816 69.6181 27.9257 29.4922 70.7932 0.584938 50.4074 8.82974 86.1673 85.6012 4.1799 27.4983 42.5754 51.1383 17.4601 25.6513 21.5601 70.5479 41.6772 100.817 0
"CLTB" 7.21853 0 9.77094 5.70403 0 20.5665 0 35.7801 0 0.890532 0 25.6175 0 0 28.7841 0 17.4073 3.71827 0 0 0.341113 24.3273 8.27367 36.7502 0 141.713
"CLTC" 10.9817 61.6218 52.3959 67.4006 49.0877 0.220707 2.2816 44.6365 81.4677 46.3553 29.3847 34.5217 0.0764319 0 1.04258 27.3123 18.4049 50.4765 29.5898 5.25169 0 39.5888 66.8793 0 0.0716802 143.131
"CLTCL1" 0 0 0 0.0756113 0 0 0 0 0 0 0 0 0 0 0.0435145 0 0 0 0 0 0 1.07706 0 0 0 0
"CLU" 1782.69 1747.32 1852.85 1479.26 1773.39 222.214 425.722 1180.94 1217.44 1130.22 1628.05 2261.04 117.155 1406.97 153.054 2127.85 613.388 639.968 855.571 335.433 64.4163 91.0125 1346.75 473.951 464.085 0.196334
"CLUAP1" 3.20833 0.101535 11.9094 0.493239 0 0 0 0.263895 0 0 0 0 0 0 0 0 0 3.82845 0 0 0 0 8.95611 0 0 0
"CLUH" 18.6212 8.80219 17.1986 4.41343 3.7551 5.3358 8.76744 5.89325 10.5709 4.5638 1.82544 0.22224 5.47875 19.4003 1.78232 4.88035 0 18.5634 10.259 9.51331 30.4733 4.58689 5.54817 0 0.239118 0
"CLUHP3" 0 0 0 0 3.22034 0 0 0.285897 0 0 0 0 0 0 0 0 0 0 0 0 145.448 0 0 0 0 0
"CLVS1" 0 0 0 2.1287 0 0 0 0 0 0 0 0 0 0 3.67046 0 0 0 0 0 0 0 0 0 0 0
"CLVS2" 4.00927 0 1.75902 2.72279 0 0 0 0 0 0.338527 0 3.56331 0.0284095 0 0 0 0 2.62161 0 0 0 0 1.48788 0 0 0
"CLYBL" 0 29.374 3.2209 3.25487 14.4835 0 0 0 14.9548 3.20044 0 37.6215 0 0 0 13.6732 21.1887 0 61.2289 0 0 17.591 9.12685 0 0 0
"CMAHP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.18798 0 9.09861 0 0 0 0
"CMAS" 20.7402 83.7242 26.4407 14.691 60.0414 0 0 16.9589 8.71518 9.62729 133.319 13.6043 0 0 0 37.2325 10.7155 58.996 10.4269 19.6652 0 22.4355 10.9519 0 205.969 0
"CMBL" 74.5777 99.1569 328.33 191.911 169.075 10.088 22.9698 189.608 98.0847 100.605 253.883 192.398 18.0442 73.044 21.7578 92.4506 93.5137 163.315 324.132 0.132822 0.0857294 62.4587 58.9705 80.8424 5.62038 0.135393
"CMC1" 34.7356 47.3242 12.0651 27.9219 47.62 0 0 0 71.8358 61.1449 29.5911 6.34097 0 0 0 33.2865 0.428736 21.5127 98.7459 0 0 59.1173 27.1117 91.3592 0 0
"CMC2" 6.57842 22.2281 40.0729 16.3601 40.9481 0 0 0 2.56777 58.5875 0 67.2916 0 0 0 8.18234 0 14.9282 9.52898 0 0 99.6271 60.8569 0 0 0
"CMC4" 27.0178 18.283 17.8046 7.70738 0 14.3812 0 18.3768 0 31.0688 0 3.30095 0 111.139 0 29.1615 0 36.123 15.6622 0 0 20.8106 0 54.5324 108.276 0
"CMIP" 0 0 0 0 0.553683 0 0 0 0 0 0 0 0 0 0.569331 0 0 0 0.361279 0 0 1.86072 0 0 0 0
"CMPK1" 29.243 35.4448 101.615 26.1096 38.2528 0 0 39.5039 19.909 42.3698 4.37261 21.3925 0 0 0 21.6303 52.9589 51.5851 27.3411 0 0 87.9441 74.3121 12.358 0 0
"CMPK2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 317.105
"CMSS1" 55.084 31.9181 44.0325 17.1879 0 0 0 74.8752 0 5.7804 0 39.7849 0 311.182 0 31.0018 0.20455 78.831 8.65243 0.28569 0 24.0551 80.7056 109.059 0.674505 0
"CMTM3" 0 0 0 0 0 0 0 0.211185 0 0 0 0 0 0 0 0 0 0 0 0.145968 0 0 0 0 0 0
"CMTM4" 0 0 0 0 0 0 0 0.0566216 0 0 0 0 0 0 0.0696185 0 0 0 0 0 0 0 0 0 0 0
"CMTM6" 3.75689 29.2511 70.6159 45.9942 35.4018 0 0 23.4069 14.3943 30.8791 18.5547 5.36214 0 67.1128 1.27211 16.1957 14.0543 9.57841 40.3021 0.241995 0.104126 136.358 25.8268 49.6453 0 163.068
"CMTM7" 0 1.31531 0 0 5.51043 0 0 0 62.4397 0 0 0 0 0 0 0 0 0 0 0 0 24.7363 5.89264 0 0 0
"CMTM8" 0 0 18.5528 6.0543 3.36119 0 0 22.8525 4.63794 5.73424 0 33.4543 0.327549 0 0 2.03796 0 13.7518 17.7424 0 0 40.3965 0.655722 0 14.8399 0
"CMTR1" 3.90973 3.52211 0 1.19012 0.554686 0.117742 0 1.60141 0.455173 2.16524 0.116905 0 0 0 1.82514 4.42811 0 1.44836 1.75796 0 0.756453 5.25324 1.1304 0.625691 0 3.65002
"CMTR2" 0 0 0 0 0 26.3173 0 0 0 0 0 3.55994 0 0 0.0584638 0 0 0 0 0 0 9.96228 0 0 54.6141 0
"CMYA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0192803 0 0 0 0 0 0 0 0 0 0 0 0
"CNBD2" 0 0.22034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CNBP" 41.5394 47.5822 145.637 61.7241 54.4344 1.60847 0 72.3999 127.432 94.9757 41.7986 93.6759 0.303667 0 11.8875 72.3423 4.17177 60.6335 61.0922 11.0008 0 93.5488 46.3331 58.3393 43.5595 171.707
"CNDP1" 0 0 0 1.95149 16.6965 0 0 0 0 2.55723 0 0 0 0 0 14.3828 0 0 0 0 0 0 0 0 0 0
"CNDP2" 15.8156 12.5491 13.277 28.2604 34.1551 0 0 53.8576 39.764 30.7664 69.4492 17.1655 0.539196 190.423 7.9205 22.7817 31.0926 18.2482 42.1341 6.24384 13.133 25.6694 16.5122 24.9883 26.0603 0.0547949
"CNEP1R1" 0 0.374868 0 3.38416 0 0 0 0 0 0 0 3.99985 0 0 0 0 0 0 0 0 0 0 3.78525 0 0 0
"CNFN" 0 0 0 1.2123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CNGA1" 0 0 0 2.11142 0 0 0 0 0 0 0 2.42184 6.68004 0 0 4.5821 0 0 0 0 0 0 0 75.4536 0.232396 0
"CNGB3" 0 0 0 0 0 0 0 0.108221 0 0.614565 0 0 0 0 0 0 0 0 14.9224 0 0 0 0 0 0 0
"CNIH1" 25.4898 140.831 107.021 134.55 101.342 0 0 149.116 51.0258 138.966 118.638 45.1733 0.780832 201.833 3.65141 117.911 0 84.9758 153.389 0.208112 0 91.4563 212.881 211.329 0 0
"CNIH2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 96.8157
"CNIH4" 32.8087 53.7585 3.41576 43.484 34.0239 9.96664 0 0.659388 77.797 31.2244 48.0282 42.1113 11.641 0 16.295 16.2755 26.4462 21.4738 8.43602 9.2193 0 83.294 9.68363 0 2.22396 0
"CNKSR2" 0.350456 0 0 0 0.198979 0 0 0 0 0 0 0 17.2667 0 0 2.66918 0 0.0865263 0.148397 0 0 0 0.228736 7.62928 0 0
